ID,age,workclass,education,education.num,marital.status,occupation,relationship,race,Gender,capital.gain,capital.loss,hours.per.week,native.country,income,income_value
31041,52,State-gov,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,
31042,41,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,?,<=50K,NA
31043,21,?,HS-grad,9,Never-married,?,Not-in-family,White,Female,0,0,20,United-States,<=50K,NA
31044,34,Self-emp-not-inc,Bachelors,13,Never-married,"Prof-,specialty",Not-in-family,White,Female,0,0,55,United-States,>50K,
31045,21,Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,NA
31046,46,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,NA
31047,57,?,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,NA
31048,61,Local-gov,Masters,14,Never-married,"Prof-,specialty",Unmarried,White,Female,0,0,25,United-States,<=50K,NA
31049,22,State-gov,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,25,United-States,<=50K,NA
31050,33,?,11th,7,Divorced,?,Own-child,White,Male,0,0,53,United-States,<=50K,NA
31051,25,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,37,India,>50K,
31052,17,Private,10th,6,Never-married,Priv-house-serv,Other-relative,White,Male,0,0,30,United-States,<=50K,NA
31053,40,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K,NA
31054,31,Local-gov,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K,NA
31055,42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,
31056,53,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,
31057,37,Private,1st-4th,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Cuba,<=50K,NA
31058,37,State-gov,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K,NA
31059,54,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K,
31060,36,Private,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K,NA
31061,46,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,NA
31062,46,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K,NA
31063,32,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,NA
31064,42,State-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K,NA
31065,37,Local-gov,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,NA
31066,29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K,NA
31067,54,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,
31068,38,Private,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K,NA
31069,46,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,NA
31070,24,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,NA
31071,57,Private,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Portugal,<=50K,NA
31072,59,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,NA
31073,33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,
31074,26,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,<=50K,NA
31075,46,Private,HS-grad,9,Separated,Other-service,Not-in-family,Black,Female,0,0,45,Jamaica,<=50K,NA
31076,44,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,38,United-States,>50K,
31077,24,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24,United-States,<=50K,NA
31078,32,Private,10th,6,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0,37,United-States,<=50K,NA
31079,35,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,NA
31080,67,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,>50K,
31081,56,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,>50K,
31082,26,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,20,India,<=50K,NA
31083,52,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K,
31084,38,Self-emp-not-inc,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,NA
31085,31,Private,HS-grad,9,Divorced,Sales,Unmarried,Black,Male,0,0,50,United-States,<=50K,NA
31086,53,Private,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,30,United-States,<=50K,NA
31087,27,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K,NA
31088,39,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,NA
31089,22,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,NA
31090,37,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,>50K,
31091,20,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,Nicaragua,<=50K,NA
31092,60,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,NA
31093,51,Private,Assoc-voc,11,Divorced,Tech-support,Unmarried,Black,Female,0,0,48,United-States,<=50K,NA
31094,57,Federal-gov,Prof-school,15,Divorced,"Prof-,specialty",Not-in-family,White,Female,0,0,50,United-States,>50K,
31095,59,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,
31096,37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,NA
31097,35,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40,United-States,<=50K,NA
31098,43,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,72,United-States,>50K,
31099,17,Private,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K,NA
31100,45,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,
31101,18,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,NA
31102,52,Private,12th,8,Separated,Machine-op-inspct,Other-relative,White,Female,0,0,40,Cuba,<=50K,NA
31103,18,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,9,United-States,<=50K,NA
31104,20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,Germany,<=50K,NA
31105,34,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,NA
31106,19,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,20,United-States,<=50K,NA
31107,18,?,12th,8,Never-married,?,Own-child,White,Female,0,0,12,United-States,<=50K,NA
31108,17,Local-gov,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,45,United-States,<=50K,NA
31109,30,Federal-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K,NA
31110,29,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Female,0,0,45,United-States,<=50K,NA
31111,18,Private,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,15,?,<=50K,NA
31112,50,State-gov,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,37,United-States,<=50K,NA
31113,22,Private,HS-grad,9,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,<=50K,NA
31114,21,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K,NA
31115,39,Self-emp-not-inc,9th,5,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,0,0,40,Cuba,<=50K,NA
31116,62,Private,Assoc-acdm,12,Widowed,Other-service,Not-in-family,White,Female,0,0,7,United-States,<=50K,NA
31117,32,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,<=50K,NA
31118,38,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,
31119,34,Private,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K,NA
31120,28,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,NA
31121,26,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,37,United-States,<=50K,NA
31122,41,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,NA
31123,21,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,50,Mexico,<=50K,NA
31124,50,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K,
31125,49,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,?,>50K,
31126,26,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,<=50K,NA
31127,39,Private,7th-8th,4,Never-married,Other-service,Own-child,White,Male,0,0,40,Mexico,<=50K,NA
31128,24,Self-emp-not-inc,Some-college,10,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,NA
31129,56,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,18,United-States,<=50K,NA
31130,17,Private,11th,7,Never-married,Other-service,Own-child,Black,Male,0,0,17,United-States,<=50K,NA
31131,37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,>50K,
31132,23,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,<=50K,NA
31133,28,?,HS-grad,9,Never-married,?,Not-in-family,Black,Female,0,0,40,United-States,<=50K,NA
31134,57,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,NA
31135,42,Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K,
31136,25,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,NA
31137,22,Private,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,United-States,<=50K,NA
31138,39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K,NA
31139,54,Private,11th,7,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States,>50K,
31140,41,Self-emp-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,NA
31141,43,Federal-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,NA
31142,19,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K,NA
31143,35,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,NA
31144,34,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,Philippines,>50K,
31145,19,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,<=50K,NA
31146,33,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,NA
31147,33,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,52,United-States,<=50K,NA
31148,49,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,>50K,
31149,31,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,<=50K,NA
31150,69,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,13,United-States,<=50K,NA
31151,24,Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Other,Female,0,0,40,United-States,<=50K,NA
31152,45,State-gov,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,38,United-States,>50K,
31153,75,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,United-States,<=50K,NA
31154,34,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Male,0,0,40,United-States,<=50K,NA
31155,33,Private,Masters,14,Never-married,"Prof-,specialty",Not-in-family,White,Female,0,0,40,United-States,<=50K,NA
31156,44,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,<=50K,NA
31157,18,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,NA
31158,48,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,52,United-States,<=50K,NA
31159,43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,
31160,35,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,50,United-States,<=50K,NA
31161,34,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,NA
31162,48,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,70,United-States,>50K,
31163,54,Local-gov,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,NA
31164,57,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,NA
31165,21,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,60,United-States,<=50K,NA
31166,28,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,55,United-States,<=50K,NA
31167,51,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Canada,>50K,
31168,34,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,53,United-States,>50K,
31169,41,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,>50K,
31170,21,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,27,United-States,<=50K,NA
31171,26,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,58,United-States,>50K,
31172,66,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,NA
31173,48,Private,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,NA
31174,44,?,Bachelors,13,Divorced,?,Not-in-family,White,Male,0,0,50,United-States,<=50K,NA
31175,41,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,NA
31176,55,Local-gov,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K,
31177,43,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,>50K,
31178,51,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,Germany,>50K,
31179,31,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,NA
31180,51,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,NA
31181,31,Local-gov,HS-grad,9,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,NA
31182,18,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,37,United-States,<=50K,NA
31183,29,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,NA
31184,33,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,NA
31185,34,Private,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K,NA
31186,40,Self-emp-inc,Masters,14,Never-married,Other-service,Own-child,White,Male,0,0,99,United-States,<=50K,NA
31187,57,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,38,United-States,<=50K,NA
31188,55,Local-gov,Bachelors,13,Married-civ-spouse,"Prof-,specialty",Wife,White,Female,0,0,60,United-States,<=50K,NA
31189,40,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,NA
31190,26,State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K,NA
31191,29,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,NA
31192,30,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Mexico,<=50K,NA
31193,29,Private,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K,
31194,43,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K,
31195,65,Private,11th,7,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,8,United-States,<=50K,NA
31196,19,Private,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,35,Laos,<=50K,NA
31197,28,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,NA
31198,34,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,NA
31199,63,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,32,United-States,<=50K,NA
31200,47,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,
31201,31,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,NA
31202,29,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,
31203,59,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,NA
31204,50,Private,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,62,United-States,>50K,
31205,60,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,
31206,35,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,
31207,48,Federal-gov,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,NA
31208,21,?,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K,NA
31209,41,Private,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K,NA
31210,56,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,NA
31211,26,Private,12th,8,Never-married,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K,NA
31212,53,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,NA
31213,23,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K,NA
31214,58,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,NA
31215,61,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,NA
31216,29,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60,United-States,<=50K,NA
31217,22,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,NA
31218,31,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K,NA
31219,90,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,NA
31220,53,Private,Assoc-voc,11,Divorced,"Prof-,specialty",Unmarried,White,Female,0,0,40,United-States,<=50K,NA
31221,22,?,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K,NA
31222,34,State-gov,Doctorate,16,Never-married,"Prof-,specialty",Not-in-family,White,Female,0,0,60,United-States,<=50K,NA
31223,22,?,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,<=50K,NA
31224,36,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K,NA
31225,33,Private,Bachelors,13,Separated,"Prof-,specialty",Other-relative,Black,Female,0,0,40,Jamaica,<=50K,NA
31226,17,Private,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States,<=50K,NA
31227,38,Private,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,NA
31228,60,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,NA
31229,34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,
31230,72,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,<=50K,NA
31231,57,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Italy,<=50K,NA
31232,39,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K,NA
31233,50,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,<=50K,NA
31234,45,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,China,<=50K,NA
31235,37,Private,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,<=50K,NA
31236,27,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,48,United-States,<=50K,NA
31237,43,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,>50K,
31238,41,Private,Some-college,10,Divorced,Tech-support,Unmarried,Black,Female,0,0,36,United-States,<=50K,NA
31239,20,Private,Masters,14,Never-married,Exec-managerial,Own-child,White,Male,0,0,25,United-States,<=50K,NA
31240,44,Private,Masters,14,Separated,Exec-managerial,Unmarried,White,Female,0,0,20,United-States,<=50K,NA
31241,50,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,
31242,54,Private,HS-grad,9,Widowed,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K,NA
31243,33,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,Puerto-Rico,<=50K,NA
31244,22,Private,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States,<=50K,NA
31245,46,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,NA
31246,30,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,Philippines,>50K,
31247,22,?,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Male,0,0,40,China,<=50K,NA
31248,57,Self-emp-not-inc,Some-college,10,Widowed,Exec-managerial,Other-relative,White,Male,0,0,25,United-States,<=50K,NA
31249,26,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,NA
31250,52,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,
31251,55,Local-gov,Masters,14,Divorced,"Prof-,specialty",Unmarried,White,Female,0,0,45,United-States,<=50K,NA
31252,47,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,
31253,19,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,NA
31254,26,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,NA
31255,44,Private,Assoc-acdm,12,Divorced,"Prof-,specialty",Not-in-family,White,Female,0,0,40,United-States,>50K,
31256,42,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K,
31257,39,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,NA
31258,17,?,11th,7,Never-married,?,Own-child,White,Female,0,0,15,United-States,<=50K,NA
31259,26,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K,NA
31260,26,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,<=50K,NA
31261,50,Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K,NA
31262,46,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,
31263,26,Private,Bachelors,13,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,0,60,Vietnam,<=50K,NA
31264,50,Private,5th-6th,3,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,34,Mexico,<=50K,NA
31265,47,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,
31266,52,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,United-States,<=50K,NA
31267,25,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,
31268,42,Local-gov,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,NA
31269,53,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,NA
31270,30,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Female,0,0,8,United-States,<=50K,NA
31271,23,Private,1st-4th,2,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36,Mexico,<=50K,NA
31272,23,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,30,?,<=50K,NA
31273,32,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,NA
31274,29,Self-emp-inc,HS-grad,9,Separated,Prof-specialty,Other-relative,White,Male,0,0,25,United-States,<=50K,NA
31275,40,Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,NA
